轮播频道,#genre#
TVB黃金華劇,http://iptv.4666888.xyz/iptv2A.php?id=34
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
千禧經典,http://iptv.4666888.xyz/iptv2A.php?id=22
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVB娛樂新聞,http://iptv.4666888.xyz/iptv2A.php?id=36
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32
恐怖電影,http://iptv.4666888.xyz/iptv2A.php?id=59
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
梦工场动漫,http://iptv.4666888.xyz/iptv2A.php?id=40
Duck TV兒童卡通,http://iptv.4666888.xyz/iptv2A.php?id=39
MOMO親子,http://iptv.4666888.xyz/iptv2A.php?id=49
金光布袋戲,http://iptv.4666888.xyz/iptv2A.php?id=38
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
民視影劇,http://iptv.4666888.xyz/iptv2A.php?id=53
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
臺視綜合,http://iptv.4666888.xyz/iptv2A.php?id=51
八度空間,http://iptv.4666888.xyz/iptv2A.php?id=52
韓流美食料理秀,http://iptv.4666888.xyz/iptv2A.php?id=63
娛樂百分百,http://iptv.4666888.xyz/iptv2A.php?id=64
綜藝大贏家,http://iptv.4666888.xyz/iptv2A.php?id=65
备用港澳台,#genre#
中國電影,http://iptv.4666888.xyz/iptv2A.php?id=61
PopC电影,http://mytvsuper.webn.cc:2052/stream/mytv/popc/master.m3u8?u=yhy&p=447c04d6fbd1b6db532939627946d3ee4532fbe69a842ccfe439df51e0fff326
天映频道,http://o11.163189.xyz/stream/live/typd/
天映经典,http://o11.163189.xyz/stream/live/ccm/
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$浙江/绍兴/电信
星空卫视,http://xhyx.gz.cn:1698/hls/35/index.m3u8$广东/揭阳/电信
纬来电影,http://rihou.cc:555/tv/纬来电影
东森电影,http://rihou.cc:555/tv/东森电影 
东森洋片,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUHWMHCytb2VBItbRCwo0LyueGr-6I5WurXyVzCPErAn1bIY0Xo0oD4WTTmWvbwk0WlRLAiSKjvvk1qlTgn_rvKqmndIlkvXOsgb2pLGqYWlBY4bum9lzyFDqrQV09sm9mH8Norh0gOkpeKmnKhs7l0EGvOTpy8B5LkIDy-zcVjSoBzBiSy2SqAL9FF4LqSM_pIZGYBuWkuHd68RQGk25yig.m3u8?u=1756878715 
靖洋戏剧,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天电影,http://iptv.4666888.xyz/iptv2A.php?id=56
金光布袋戏,http://o11.163189.xyz/stream/live/jgbdx/
龙祥时代,http://rihou.cc:555/tv/龙祥时代
龙华电影,http://iptv.4666888.xyz/iptv2A.php?id=45
龙华洋片,http://iptv.4666888.xyz/iptv2A.php?id=60
龙华电影,http://cdn8.163189.xyz/163189/lhdy
龙华经典,http://cdn8.163189.xyz/163189/lhjd
龙华卡通
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
龙华洋片 http://cdn8.163189.xyz/163189/lhyp
ROCK Action,http://iptv.4666888.xyz/iptv2A.php?id=50#http://tl.061833.xyz/tl/rockaction
1905流金岁月,https://cdn.jdshipin.com/1905.php
1905环球经典 失效http://8.138.7.223/tv/1905.php?id=LIVE8J4LTCXPI7QJ5
凤凰电影,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$浙江/绍兴/电信
峨眉电影,http://112.19.31.13:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
峨眉电影,http://118.122.144.115:8888/newlive/live/hls/32/live.m3u8$四川电信酒店
峨眉电影,http://183.220.20.17:4321/udp/239.11.0.11:5140$四川移动
湖南电影,http://218.77.84.102:85/tsfile/live/149/2005_1.m3u8?key=txiptv
河南乡村,http://222.89.32.155:85/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
河南乡村,http://182.119.212.129:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&down=1
河南乡村,http://zmgd.zyrnet.com:8888/hls/28/index.m3u8
调解剧场,http://39.165.39.49:85/tsfile/live/1124_1.m3u8?key=txiptv&playlive=0&authid=0
重温经典,http://rihou.cc:555/tv/重温经典
新视觉HD,http://221.7.49.226:50085/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
新视觉HD,http://gat.bkpcp.top/ymg.php?id=mlzq
新视觉HD,http://t.061899.xyz/tl/dq.php?id=mlzq
华数电影,http://hmfs.f3322.net:3388/hls/40/index.m3u8
中牟生活,http://zmgd.zyrnet.com:8888/hls/20/index.m3u8$郑州/移动酒店
邵氏喜剧,http://rihou.cc:555/tv/[FY]邵氏喜剧
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
凤凰中文,https://cdn6.163189.xyz/163189/fhzw
凤凰资讯,https://cdn6.163189.xyz/163189/fhzx
凤凰香港,https://cdn6.163189.xyz/163189/fhhk
凤凰中文,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8$郑州酒店
凤凰资讯,http://zmgd.zyrnet.com:8888/hls/109/index.m3u8$郑州酒店
凤凰中文,http://219.145.93.74:10000/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$陕西电信酒店
翡翠台4K,https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台,https://cdn6.163189.xyz/163189/fct
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台,http://o11.163189.xyz/stream/tvb/fct/
明珠台,http://mytv.cdn.loc.cc/o12.php?id=mzt
娱乐新闻,https://cdn6.163189.xyz/163189/ylxw
翡翠台 http://t.061899.xyz/tl/js/js.php?id=tvbfct
无线新闻,https://cdn6.163189.xyz/163189/wxxw
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVB PLUS,http://74.91.26.218:82/live/j2.m3u8#https://smt.1678520.xyz/smt3.2.3.php?id=j2_twn
华丽翡翠,https://o11.163189.xyz/stream/live/hlt/#https://smt.1678520.xyz/smt3.2.3.php?id=Tvbjade$马来
华丽翡翠(新加坡),http://o11.163189.xyz/stream/live/jade/
无线新闻,https://smt.1678520.xyz/smt3.2.3.php?id=inews_twn
Now新闻,http://cdn.163189.xyz/163189/now
HOY 77,http://cdn.163189.xyz/163189/hoy
VIUTV,https://cdn.163189.xyz/163189/viu 
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
TVB千禧经典,https://o11.163189.xyz/stream/live/tvbc/#https://smt.1678520.xyz/smt3.2.5.php?id=Tvbclassic
TVB武侠,https://cdn6.163189.xyz/163189/yzwx
爱奇艺,https://o11.163189.xyz/stream/live/iqiyi/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
Astro QJ,https://o11.163189.xyz/stream/live/qj/ 
Astro QJ,https://smt.1678520.xyz/smt3.2.3.php?id=Quanjia
Astro欢喜台,https://smt.1678520.xyz/smt3.2.3.php?id=Huahee
八度空间,https://smt.1678520.xyz/smt3.2.1.php?id=TV8
VIUTV,https://smt.1678520.xyz/smt3.2.3.php?id=viu1_twn
RTHK 31,http://cdn.163189.xyz/163189/rthk31
RTHK 32,http://cdn.163189.xyz/163189/rthk32
RTHK 33 
Channel [V],http://rihou.cc:555/tv/Channel+V
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612420/live.m3u8$官网
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8$官网
欧洲华文,http://oh.eztv.vip/live/eztv1.m3u8
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8$官网
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
澳门Macau,https://cdn6.163189.xyz/163189/as
澳视澳门,https://cdn6.163189.xyz/163189/asam
翡翠台,https://hls.iill.top/api/TVB-Jade/index.m3u8
无线新闻,https://hls.iill.top/api/TVB-News/index.m3u8
TVB PLUS,https://hls.iill.top/api/TVB-Plus/index.m3u8
 中天新闻,http://rihou.cc:555/tv/中天新闻
中天亚洲,http://rihou.cc:555/tv/中天亚洲
中天综合,http://rihou.cc:555/tv/中天综合
中天娱乐,http://47.104.163.156:50/台湾.php?id=ztyl
寰宇新聞,http://rihou.cc:555/tv/寰宇新闻
寰宇新聞台湾 http://rihou.cc:555/tv/寰宇台湾
东森新闻,http://rihou.cc:555/tv/东森新闻
TVBS,http://rihou.cc:555/tv/TVBS1
TVBS新闻,http://rihou.cc:555/tv/[FY]tvbS新闻
镜新闻,http://rihou.cc:555/tv/镜新闻
民视新闻,http://rihou.cc:555/tv/民视新闻
中视新闻,http://rihou.cc:555/tv/[Hk]中视新闻 
台視新聞 
民视新闻,http://211.72.174.95:8117/0.ts$原生解码最佳
中视,http://211.72.174.95:8113/0.ts$原生解码最佳
华视,http://211.72.174.95:8114/0.ts$原生解码最佳
公视,http://211.72.174.95:8116/0.ts$原生解码最佳
民视,http://211.72.174.95:8115/0.ts$原生解码最佳
台视,http://211.72.174.95:8112/0.ts$原生解码最佳
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
台视综合,http://iptv.4666888.xyz/iptv2A.php?id=51
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,https://hls.iill.top/api/wlty/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
NOW 70s,https://php.946985.filegear-sg.me/mytv265.php?id=NOW7
NOW 80s,https://php.946985.filegear-sg.me/mytv265.php?id=NOW8
NOW ROCK,https://php.946985.filegear-sg.me/mytv265.php?id=NOWR
NOW 90s00s,https://php.946985.filegear-sg.me/mytv265.php?id=NOW9
Concerto,https://php.946985.filegear-sg.me/mytv265.php?id=CONC
TRACEURBAN,https://php.946985.filegear-sg.me/mytv265.php?id=TRUR
NewsWorld,https://php.946985.filegear-sg.me/mytv265.php?id=NSWD
Taiwan+,https://fastly.live.brightcove.com/6385235869112/ap-northeast-1/6282251407001/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJob3N0IjoiaWU4OWZvLmVncmVzcy5pdjNqZDgiLCJhY2NvdW50X2lkIjoiNjI4MjI1MTQwNzAwMSIsImVobiI6ImZhc3RseS5saXZlLmJyaWdodGNvdmUuY29tIiwiaXNzIjoiYmxpdmUtcGxheWJhY2stc291cmNlLWFwaSIsInN1YiI6InBhdGhtYXB0b2tlbiIsImF1ZCI6WyI2MjgyMjUxNDA3MDAxIl0sImp0aSI6IjYzODUyMzU4NjkxMTIifQ.4c-V1Ks3nBx9nRljtn5-jCNP_nLuWBbk-pw9BFWZfMQ/playlist-hls.m3u8
新唐人,http://rihou.cc:555/tv/NTD
Love Nature,http://tl.061833.xyz/tl/lovenaturehd
Wild TV,https://dfhsahpa45kk2.cloudfront.net/scheduler/scheduleMaster/476.m3u8

动物星球 
BBC Earth,https://hls.iill.top/api/BBC-Earth/index.m3u8
BBC Lifestyle,https://hls.iill.top/api/BBC-Lifestyle/index.m3u8
Discovery,https://hls.iill.top/api/Discovery/index.m3u8

BBC Earth,https://amg00793-amg00793c6-xumo-us-2669.playouts.now.amagi.tv/BBCStudios-BBCEarthA-hls/playlist540p.m3u8
NatGeo Wild
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8 
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
80后经典歌曲,#genre#
黄家驹,https://vd4.bdstatic.com/mda-pdmaxg5vf0bmrpxx/sc/cae_h264/1682179055724322707/mda-pdmaxg5vf0bmrpxx.mp4
黄家驹不再犹豫,https://vd3.bdstatic.com/mda-nm75269264v485fe/sc/cae_h264/1670475833350119754/mda-nm75269264v485fe.mp4
黄家驹永远的beyond,https://vd2.bdstatic.com/mda-nmbduj4y5qrhr14v/576p/h264/1670838831995101004/mda-nmbduj4y5qrhr14v.mp4
张国荣金曲,https://vd2.bdstatic.com/mda-na8hrvu9tk4svhrf/sc/cae_h264_delogo/1642260080397657076/mda-na8hrvu9tk4svhrf.mp4
周传雄,https://vd4.bdstatic.com/mda-paq1wctq73q8kv3k/sc/cae_h264/1674630332295698141/mda-paq1wctq73q8kv3k.mp4
罗文,https://vd4.bdstatic.com/mda-pas47g35beq7c8am/576p/h264/1674788386403294509/mda-pas47g35beq7c8am.mp4
罗大佑,https://vd3.bdstatic.com/mda-paj3bndqef0brg82/hd/cae_h264/1674182231284241416/mda-paj3bndqef0brg82.mp4
邰正宵,https://vd2.bdstatic.com/mda-pai1fgvqnzfshm79/hd/cae_h264/1674091705705323755/mda-pai1fgvqnzfshm79.mp4
张镐哲,https://vd3.bdstatic.com/mda-pai1autuhxiwv606/hd/cae_h264/1674091410698310238/mda-pai1autuhxiwv606.mp4
孟庭苇,https://vd4.bdstatic.com/mda-pah0g785da3bd8cg/hd/cae_h264/1674003403215729852/mda-pah0g785da3bd8cg.mp4
陈慧娴,https://vd2.bdstatic.com/mda-pag1mzva41p63jq5/hd/cae_h264/1673927648285556707/mda-pag1mzva41p63jq5.mp4
蔡依林,https://vd4.bdstatic.com/mda-pac79inw7bdc065u/hd/cae_h264/1673588623519298769/mda-pac79inw7bdc065u.mp4
周传雄2,https://vd4.bdstatic.com/mda-nmb8cpkzdnk0m1in/hd/cae_h264/1670826466410104045/mda-nmb8cpkzdnk0m1in.mp4
刀郎,https://vd3.bdstatic.com/mda-pat2dzrxjp4fkzdb/576p/h264/1674870199072291490/mda-pat2dzrxjp4fkzdb.mp4
后街男孩,https://vd2.bdstatic.com/mda-par8z6y3utptip75/hd/cae_h264/1674717583528229786/mda-par8z6y3utptip75.mp4
动力火车,https://vd3.bdstatic.com/mda-paf2igxsejppa5pp/hd/cae_h264/1673837006365021404/mda-paf2igxsejppa5pp.mp4
草蜢乐队,https://vd3.bdstatic.com/mda-pab6g9c7wiiqtrga/hd/cae_h264/1673505526767573188/mda-pab6g9c7wiiqtrga.mp4
小虎队,https://vd2.bdstatic.com/mda-paa30i5xz1kit41f/hd/cae_h264/1673418932656982871/mda-paa30i5xz1kit41f.mp4
张宇,https://vd4.bdstatic.com/mda-paq1swz9kfiww0nf/720p/h264/1674609379540322499/mda-paq1swz9kfiww0nf.mp4
王杰,https://vd3.bdstatic.com/mda-paj24w3pip97yamz/sc/cae_h264/1674185355776462627/mda-paj24w3pip97yamz.mp4
黄安,https://vd4.bdstatic.com/mda-paj1yviih627m7br/sc/cae_h264/1674182480562260368/mda-paj1yviih627m7br.mp4
郭富城,https://vd3.bdstatic.com/mda-paj1y1ffn07b81zr/sc/cae_h264/1674180953809875143/mda-paj1y1ffn07b81zr.mp4
陈淑桦,https://vd2.bdstatic.com/mda-paib4m1zb47fz3j0/sc/cae_h264/1674117441894799856/mda-paib4m1zb47fz3j0.mp4
任贤齐,https://vd2.bdstatic.com/mda-nksbd58xaz4z1t64/sc/cae_h264/1669538442443360196/mda-nksbd58xaz4z1t64.mp4
莫文蔚,https://vd3.bdstatic.com/mda-nksbbcfasp641205/sc/cae_h264/1669538238470976198/mda-nksbbcfasp641205.mp4
梁咏琪,https://vd3.bdstatic.com/mda-nkm0vwwxem7nnicp/sc/cae_h264/1669097506610820128/mda-nkm0vwwxem7nnicp.mp4
梁静茹,https://vd2.bdstatic.com/mda-nkm0tccmp4h9mbzx/sc/cae_h264/1669099609536177298/mda-nkm0tccmp4h9mbzx.mp4
李克勤,https://vd3.bdstatic.com/mda-nkm0rfx2h01mecpb/sc/cae_h264/1669097663537218616/mda-nkm0rfx2h01mecpb.mp4
邓丽君,https://vd4.bdstatic.com/mda-nkg71nvnuzanh072/sc/cae_h264/1668667802847572861/mda-nkg71nvnuzanh072.mp4
草蜢,https://vd2.bdstatic.com/mda-nkg6xtz6ph8a421a/sc/cae_h264/1668671364539601937/mda-nkg6xtz6ph8a421a.mp4
S.H.E,https://vd2.bdstatic.com/mda-nkg6vju7i34is8z3/sc/cae_h264/1668668139955974515/mda-nkg6vju7i34is8z3.mp4
张雨生,https://vd4.bdstatic.com/mda-nis0atuv091ryxg0/sc/cae_h264/1664442884366030417/mda-nis0atuv091ryxg0.mp4
小虎队,https://vd2.bdstatic.com/mda-nib4himpp1kr57zh/sc/cae_h264/1662971986169623460/mda-nib4himpp1kr57zh.mp4
黄品源,https://vd2.bdstatic.com/mda-ni506bsvmmdm4bdv/sc/cae_h264/1662424001611264977/mda-ni506bsvmmdm4bdv.mp4
刘德华,https://vd2.bdstatic.com/mda-ni103pry5e4aqk39/sc/cae_h264/1662084584421447983/mda-ni103pry5e4aqk39.mp4
周华健,https://vd4.bdstatic.com/mda-nhw80v1ith9wa8e8/sc/cae_h264/1662013758665982272/mda-nhw80v1ith9wa8e8.mp4
伍佰,http://vd3.bdstatic.com/mda-pe07i71fkd531zj1/sc/bd265_cae_roi_v5/1682947766065803786/mda-pe07i71fkd531zj1.mp4
月亮,https://vd4.bdstatic.com/mda-jgwewhc9bepbuwn0/hd/mda-jgwewhc9bepbuwn0.mp4
爱人跟人走闽南歌曲老歌配泳装,https://vd4.bdstatic.com/mda-nihfpd5eadd9v5aj/576p/h264/1663499128104260927/mda-nihfpd5eadd9v5aj.mp4
英文歌曲麻烦是朋友-Trouble Is A Friend,https://vd4.bdstatic.com/mda-ke8tez6x72w0qyyt/v1-cae/hd/mda-ke8tez6x72w0qyyt.mp4
做你的爱人,http://vd4.bdstatic.com/mda-kmqgyhj16m8qgziu/mda-kmqgyhj16m8qgziu.mp4
Day by Day,http://vd4.bdstatic.com/mda-ma39e363u5ebd33e/v1-cae/mda-ma39e363u5ebd33e.mp4
大家一起来,http://vd4.bdstatic.com/mda-madrvwbtks7xk4t4/v1-cae/mda-madrvwbtks7xk4t4.mp4
水手粤语版,http://vd4.bdstatic.com/mda-maennfh5abgkzfa3/v1-cae/mda-maennfh5abgkzfa3.mp4
曾风靡一时的经典英文歌曲Lonely,https://vd4.bdstatic.com/mda-nfs82gjza0n84t4b/hd/cae_h264/1656310281519459378/mda-nfs82gjza0n84t4b.mp4
忘了你忘了我,https://vd4.bdstatic.com/mda-idamvm3n0ezn1ekt/hd/mda-idamvm3n0ezn1ekt.mp4
英雄泪,https://vd4.bdstatic.com/mda-kitue2ueuxeas45p/hd/mda-kitue2ueuxeas45p.mp4
邰正宵－一千零一夜,https://vd4.bdstatic.com/mda-kiv5cm47bi8intqk/mda-kiv5cm47bi8intqk.mp4
邰正宵－心要让你听见,https://vd4.bdstatic.com/mda-kehnty05jtrz94t3/v1-cae/hd/mda-kehnty05jtrz94t3.mp4
邰正宵－找一个字代替,https://vd4.bdstatic.com/mda-kfswfucvvzmsjeku/v1-cae/hd/mda-kfswfucvvzmsjeku.mp4
邰正宵－千纸鹤,https://vd4.bdstatic.com/mda-kiv5v4cxyx5hene5/mda-kiv5v4cxyx5hene5.mp4
邰正宵－好人好梦,https://vd4.bdstatic.com/mda-kfk09vjr74indmmk/mda-kfk09vjr74indmmk.mp4
邰正宵－几番风雨,https://vd4.bdstatic.com/mda-kkabstvmaumeweig/hd/mda-kkabstvmaumeweig.mp4
刘德华－暗里着迷,https://vd4.bdstatic.com/mda-kkncdafkwzfehvsz/hd/mda-kkncdafkwzfehvsz.mp4
刘德华－一起走过的日子,https://vd4.bdstatic.com/mda-kjqv1j8ttzqf43jf/mda-kjqv1j8ttzqf43jf.mp4
刘德华－天若有情,https://vd4.bdstatic.com/mda-khqvv9kidsuxd8rk/hd/mda-khqvv9kidsuxd8rk.mp4
独自去偷欢,https://vd4.bdstatic.com/mda-kj0rn82wm2vb6i15/hd/mda-kj0rn82wm2vb6i15.mp4
合集涛声依旧,https://vdse.bdstatic.com//db8ba0fda2aad9cb15aa32887a160f06.mp4
合集天路,https://vdse.bdstatic.com//e4b7325ebf3010673a51a24f948a8a97.mp4
合集驼铃草原歌曲,https://vdse.bdstatic.com//f8f4740a4ca7ff31c3a2d8386fc14598.mp4
合集粤语上海滩,https://vdse.bdstatic.com//f9cda7e70273c267b61a3d0c969d2033.mp4
合集刀郎敖包相会,https://vdse.bdstatic.com//36ea0ffcf8156a44b9d524d999eb088a.mp4
